,num_USA,num_rest,num_total,ratio_USA,new_ratio_USA_Random,new_ratio_USA_MostPop,new_ratio_USA_UserKNN,new_ratio_USA_MF,new_ratio_USA_PMF,new_ratio_USA_BPR,new_ratio_USA_NMF,new_ratio_USA_WMF,new_ratio_USA_PF,new_ratio_USA_NeuMF,new_ratio_USA_VAECF
52521,19,1,20,0.95,0.5,0.8,1.0,0.7,0.6,0.8,0.6,1.0,0.9,0.8,0.9
80810,38,2,40,0.95,0.6,0.8,0.9,0.7,0.9,0.8,0.7,0.9,0.8,0.8,1.0
129489,19,1,20,0.95,0.6,0.8,1.0,0.4,0.6,0.8,0.7,1.0,1.0,0.8,1.0
101304,19,1,20,0.95,0.5,0.8,0.9,0.5,0.6,0.8,0.7,1.0,1.0,0.8,1.0
177374,38,2,40,0.95,0.6,0.8,0.6,0.6,0.4,0.8,0.7,1.0,0.9,0.8,1.0
19493,20,1,21,0.9523809523809524,0.7,0.8,1.0,0.7,0.6,0.8,0.7,1.0,0.8,0.8,0.9
100264,20,1,21,0.9523809523809524,0.6,0.8,0.9,0.7,0.8,0.8,0.5,0.9,1.0,0.8,1.0
257024,20,1,21,0.9523809523809524,0.6,0.8,1.0,0.6,0.6,0.8,0.4,1.0,0.9,0.8,1.0
196108,20,1,21,0.9523809523809524,0.7,0.8,1.0,0.6,0.6,0.8,0.9,1.0,0.4,0.8,0.7
204457,41,2,43,0.9534883720930232,0.4,0.8,1.0,0.5,0.6,0.8,0.5,0.9,0.8,0.8,1.0
170724,21,1,22,0.9545454545454546,0.7,0.8,1.0,0.6,0.7,0.8,0.4,1.0,0.8,0.8,0.8
164675,21,1,22,0.9545454545454546,0.4,0.8,0.9,0.5,0.5,0.8,0.7,0.5,0.8,0.8,1.0
70183,21,1,22,0.9545454545454546,0.8,0.8,0.9,0.8,0.6,0.8,0.8,1.0,0.5,0.8,1.0
124989,21,1,22,0.9545454545454546,0.5,0.8,1.0,0.6,0.7,0.8,0.6,1.0,0.9,0.8,1.0
202462,21,1,22,0.9545454545454546,0.6,0.8,1.0,0.7,0.7,0.8,0.6,1.0,0.8,0.8,1.0
108480,21,1,22,0.9545454545454546,0.5,0.8,1.0,0.5,0.7,0.8,0.6,1.0,0.9,0.8,1.0
154469,44,2,46,0.9565217391304348,0.5,0.8,1.0,0.6,0.7,0.8,0.2,1.0,1.0,0.8,1.0
170947,22,1,23,0.9565217391304348,0.5,0.8,1.0,0.6,0.6,0.8,0.6,1.0,0.8,0.8,1.0
90198,22,1,23,0.9565217391304348,0.7,0.8,1.0,0.7,0.9,0.8,0.4,1.0,1.0,0.8,1.0
268751,23,1,24,0.9583333333333334,0.8,0.8,1.0,0.9,0.6,0.8,0.7,0.9,0.7,0.8,1.0
177590,23,1,24,0.9583333333333334,0.7,0.8,1.0,0.7,0.5,0.8,0.7,1.0,0.9,0.8,0.8
169779,23,1,24,0.9583333333333334,0.8,0.8,1.0,0.3,0.6,0.8,0.6,1.0,1.0,0.8,1.0
212467,23,1,24,0.9583333333333334,0.7,0.8,1.0,0.6,1.0,0.8,0.7,0.9,0.9,0.8,0.9
213531,23,1,24,0.9583333333333334,0.7,0.8,1.0,1.0,0.5,0.8,0.5,1.0,0.8,0.8,1.0
39345,23,1,24,0.9583333333333334,0.6,0.8,1.0,0.9,0.6,0.8,0.8,1.0,0.9,0.8,1.0
247055,23,1,24,0.9583333333333334,0.6,0.8,1.0,0.5,0.7,0.8,0.6,0.9,1.0,0.8,1.0
212797,24,1,25,0.96,0.6,0.8,0.8,0.6,0.7,0.8,0.4,1.0,0.3,0.8,1.0
223190,24,1,25,0.96,0.9,0.8,1.0,0.8,0.6,0.8,0.8,1.0,0.8,0.8,1.0
83443,24,1,25,0.96,0.6,0.8,1.0,0.6,0.7,0.8,0.3,0.9,0.7,0.8,1.0
79740,24,1,25,0.96,0.6,0.8,1.0,0.6,0.8,0.8,0.5,1.0,0.9,0.8,1.0
207349,25,1,26,0.9615384615384616,0.8,0.8,1.0,0.7,0.6,0.8,0.6,1.0,0.9,0.8,1.0
187065,25,1,26,0.9615384615384616,0.5,0.8,1.0,0.6,0.9,0.8,0.4,0.9,0.9,0.8,1.0
177090,26,1,27,0.9629629629629628,1.0,0.8,1.0,0.4,0.7,0.8,0.5,1.0,0.9,0.8,1.0
81597,54,2,56,0.9642857142857144,0.7,0.8,1.0,0.7,0.6,0.8,0.5,1.0,0.9,0.8,1.0
76352,27,1,28,0.9642857142857144,0.7,0.8,1.0,0.6,0.7,0.8,0.6,1.0,0.9,0.8,0.8
145641,27,1,28,0.9642857142857144,0.5,0.8,1.0,0.8,0.6,0.8,0.7,0.7,0.9,0.8,0.9
188273,27,1,28,0.9642857142857144,0.8,0.8,1.0,0.9,0.6,0.8,0.6,0.8,0.8,0.8,0.9
133296,56,2,58,0.9655172413793104,0.7,0.8,1.0,0.6,0.9,0.8,0.6,1.0,1.0,0.8,1.0
226205,28,1,29,0.9655172413793104,0.7,0.8,0.9,0.7,0.6,0.8,0.4,0.9,0.9,0.8,0.9
9417,29,1,30,0.9666666666666668,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.9,0.8,0.8
84795,34,1,35,0.9714285714285714,0.8,0.8,1.0,0.5,0.7,0.8,0.8,1.0,0.8,0.8,1.0
258884,36,1,37,0.972972972972973,0.8,0.8,1.0,0.6,0.3,0.8,0.6,1.0,0.8,0.8,1.0
104211,36,1,37,0.972972972972973,0.5,0.8,1.0,0.4,0.7,0.8,0.6,1.0,1.0,0.8,1.0
